COVERED CALL WRITES: MARGIN

NOTE: It is possible to have zero or negative investment
      in a margin covered write.  Where that happens, the
      returns are arbitrarily set to 999%
      ALSO, it should be noted that stocks selling for
      less than $5 per share may not be marginable.

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUM:    Raw Return, if unchanged, margin
  ARIUM:   Annualized Return, if unchanged, margin
  RIEM:    Raw Return, if exercised, margin
  ARIEM:   Annualized Return, if exercised, margin
  DBEM:    Downside breakeven point, margin
  UBEM:    UPSIDE breakeven point, margin
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, margin
  AERTNM:  Annualized EXPECTED Return, margin
  Invt:    Investment for margin covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
  Mgnint:  Margin interest paid (rate = T-Bill rate + 3%)
  Debit:   Debit balance (amount borrowed from broker)
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
SVXY    104.13  Feb  95      10.00    1.2   14.1    1.2   14.1  94.07 104.69  0.10  0.01    89    86    47     0.2     2.3  46.70    39   0.16  47.53
BA      200.52  Mar+ 175     28.40    2.7   22.0    2.7   22.0 171.79 202.82  0.14  0.01    89    86    46     1.2     9.6  84.69    50   0.43  87.53
STLD    111.60  Jan'25 80    36.90   10.2   10.1   10.2   10.1  73.19 115.14  0.34  0.03    89    84    46     5.1     5.0  34.77    33   1.61  40.03
AVGO   1114.96  Feb+ 1025    97.70    1.2   18.8    1.2   18.81016.011121.20  0.09  0.01    89    86    47     0.3     4.9 504.83    30   1.35 512.53
TTWO    161.88  Feb+ 148     15.60    1.9   28.9    1.9   28.9 146.19 163.26  0.10  0.01    89    86    46     0.9    14.1  72.36    53   0.19  74.03
QQQM    168.57  Jun  145     27.80    4.1    9.6    4.1    9.6 139.62 171.40  0.17  0.02    89    84    46     1.9     4.5  68.35    45   1.25  72.53
RS      278.59  Jun  230     55.30    4.2    9.8    4.2    9.8 221.41 283.17  0.21  0.02    89    84    47     1.6     3.6 108.36    20   1.98 115.03
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
BLDR    165.91  Jan'25 115   61.90   18.3   18.2   18.3   18.2 101.80 174.44  0.39  0.05    89    82    45    11.1    11.0  46.58    31   2.31  57.53
TSM     101.67  Mar+ 89      13.90    2.0   16.1    2.0   16.1  87.65 102.53  0.14  0.01    89    87    47     0.6     5.2  43.34    19   0.22  44.53
AMGN    303.48  Jul  260     50.80    3.7    7.3    3.7    7.3 250.14 308.01  0.18  0.01    89    83    46     1.3     2.5 122.76    23   2.64 130.02
JBL     125.41  Jan'25 100   34.10   15.8   15.7   15.8   15.7  89.40 131.94  0.29  0.05    89    79    43     9.6     9.5  41.39    47   2.01  50.03
DDOG    123.79  May  95      33.15    8.3   24.7    8.3   24.7  90.10 127.36  0.27  0.03    89    85    46     4.8    14.4  43.21    48   0.64  47.53
ITT     117.97  Nov  95      27.60    6.7    8.1    6.7    8.1  88.89 120.87  0.25  0.02    88    81    46     2.5     3.0  42.94    29   1.58  47.53
VOYA     69.94  Feb  65       5.70    1.6   18.5    1.6   18.5  64.23  70.44  0.08  0.01    88    84    46     0.5     6.4  31.82    33   0.11  32.53
VSAT     24.01  Jun  15       9.70    6.0   13.9    6.0   13.9  14.28  24.42  0.41  0.02    88    86    48     0.9     2.0   6.89    56   0.13   7.53
NYT      47.49  Feb  44       4.10    1.8   21.1    1.8   21.1  43.42  47.88  0.09  0.01    88    84    46     0.7     7.9  21.47    36   0.07  22.02
LI       30.30  May  22       9.20    5.9   17.7    5.9   17.7  21.05  30.90  0.31  0.02    88    85    47     2.2     6.5  10.18    23   0.15  11.02
SEAS     50.87  Mar  42       9.80    3.2   19.8    3.2   19.8  41.03  51.51  0.19  0.01    88    85    47     0.7     4.6  20.14    27   0.14  21.02
SHW     300.08  Jan'25 240   75.60   10.1   10.0   10.1   10.0 219.75 310.62  0.27  0.04    88    80    45     5.0     4.9 104.55    46   4.83 120.03
ANET    253.26  Jun  195     67.50    8.4   19.5    8.4   19.5 184.18 260.67  0.27  0.03    88    83    46     4.2     9.9  88.33    48   1.68  97.53
QQQ     409.52  Jan+ 398.8   12.36    0.6   23.1    0.6   23.1 397.04 410.77  0.03  0.00    88    84    45     0.3     9.6 197.85    34   0.22 199.41
ORLY    990.25  Aug  830    195.70    6.7   11.6    6.7   11.6 784.961015.86  0.21  0.03    88    82    45     3.3     5.7 379.63    55   9.69 415.02
ROST    137.08  Feb+ 127     11.20    1.1   10.8    1.1   10.8 125.72 137.79  0.08  0.01    88    85    47     0.2     2.0  62.46    62   0.26  63.53
SQ       65.16  Feb+ 56      10.60    4.4   42.3    4.4   42.3  54.54  66.33  0.16  0.02    88    84    45     2.2    21.0  26.64    32   0.12  28.02
MT       26.15  Jan'26 18    10.20   16.8    8.4   16.8    8.4  15.33  27.33  0.41  0.05    88    79    46     6.7     3.4   7.03    39   0.72   9.02
ALGN    267.46  Jul  185     93.30   10.8   21.3   10.8   21.3 172.38 276.27  0.36  0.03    88    84    47     5.3    10.5  81.73    42   1.88  92.53
LSXMA    30.51  Apr  25       6.20    3.5   13.4    3.5   13.4  24.28  30.92  0.20  0.01    88    84    47     0.8     3.0  11.89    26   0.13  12.52
UPS     155.33  Feb+ 147     10.35    2.4   52.0    2.4   52.0 144.94 157.06  0.07  0.01    88    82    43     1.4    30.6  71.56    76   0.14  73.53
AXON    249.47  Jun  210     50.40    9.5   22.2    9.5   22.2 197.36 258.44  0.21  0.04    88    80    43     5.5    12.8  94.14    42   1.81 105.03
ANET    253.26  May  200     61.30    7.1   21.3    7.1   21.3 190.72 259.81  0.25  0.03    88    84    46     3.6    10.9  92.03    50   1.34 100.03
VAL      65.21  Dec  45      23.30   10.8   11.6   10.8   11.6  41.17  67.31  0.37  0.03    88    83    47     4.5     4.8  19.49    33   0.84  22.52
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
ISRG    362.33  Jan+ 340     24.00    0.8   28.9    0.8   28.9 338.24 363.66  0.07  0.00    88    86    48     0.1     2.7 168.41    42   0.19 170.02
CVX     143.69  Feb+ 133     12.00    1.4   13.0    1.4   13.0 131.51 144.57  0.08  0.01    88    85    47     0.3     3.0  65.26    32   0.28  66.53
SQ       65.16  Mar+ 55      11.45    3.8   31.0    3.8   31.0  53.67  66.16  0.18  0.02    88    85    46     1.6    12.7  26.29    34   0.14  27.52
VAL      65.21  Jun  50      17.40    7.0   16.3    7.0   16.3  47.48  66.82  0.27  0.02    88    84    46     3.1     7.2  22.89    34   0.43  25.02
EWY      58.99  Apr  52       8.10    2.8   10.8    2.8   10.8  50.72  59.68  0.14  0.01    88    83    46     0.8     3.2  24.97    31   0.27  26.02
ABNB    135.02  Jun  105     34.60    7.3   17.1    7.3   17.1  99.62 138.55  0.26  0.03    88    84    46     3.7     8.5  48.00    38   0.90  52.53
ORLY    990.25  Nov  810    228.00    9.5   11.5    9.5   11.5 748.861024.36  0.24  0.03    88    80    44     5.0     6.0 357.33    60  13.49 405.02
ORLY    990.25  Nov  820    220.10   10.0   12.0   10.0   12.0 756.591026.29  0.24  0.04    88    79    44     5.0     6.0 360.23    57  13.66 410.02
MSFT    390.27  Jun  335     67.25    5.8   13.4    5.8   13.4 320.24 399.22  0.18  0.02    88    82    45     2.8     6.5 155.60    55   2.88 167.52
MCK     488.50  May  430     69.50    3.9   11.7    3.9   11.7 416.23 496.48  0.15  0.02    88    82    45     1.6     4.9 204.08    35   2.87 215.02
DLTR    135.96  Feb+ 128      8.80    0.9   19.4    0.9   19.4 127.14 136.53  0.06  0.00    88    85    47     0.1     3.0  63.24    11   0.12  64.03
A       130.53  Jan'26 95    45.70   16.6    8.3   16.6    8.3  81.12 136.74  0.38  0.05    88    78    45     7.4     3.7  37.40    40   3.81  47.53
ZTS     192.99  Jan'25 155   46.90    8.2    8.2    8.2    8.2 143.07 198.63  0.26  0.03    88    81    45     3.5     3.5  68.67    39   3.12  77.53
BLK     791.38  Oct  680    139.00    5.5    7.3    5.5    7.3 642.20 808.57  0.19  0.02    88    80    45     2.0     2.6 312.46    15  10.28 340.02
LULU    470.73  Mar+ 430     45.45    1.7   13.5    1.7   13.5 424.32 474.24  0.10  0.01    88    84    47     0.4     3.3 210.36    22   1.06 215.02
NVO     106.35  Mar  95      12.95    2.5   15.4    2.5   15.4  93.19 107.49  0.12  0.01    88    84    46     0.9     5.8  45.97    19   0.31  47.53
QQQ     409.52  Jan+ 399     11.92    0.5   21.6    0.5   21.6 397.50 410.57  0.03  0.00    88    85    46     0.2     8.3 198.17    32   0.20 199.52
AMGN    303.48  Jan'25 250   66.10    6.6    6.6    6.6    6.6 232.45 310.92  0.23  0.02    88    81    46     2.4     2.3 112.46    30   5.03 125.03
ANF      98.89  Jun  70      32.00    7.4   17.1    7.4   17.1  66.39 101.25  0.33  0.02    88    85    47     3.0     7.0  31.96    28   0.60  35.03
ZTS     192.99  Jan'26 145   61.10   12.0    6.0   12.0    6.0 126.18 200.14  0.35  0.04    88    79    46     4.2     2.1  59.47    40   5.81  72.53
CRWD    286.29  Jun  230     68.75   10.1   23.4   10.1   23.4 215.66 296.62  0.25  0.04    88    82    44     5.9    13.7 102.62    42   1.98 115.03
PDS      54.45  Mar  45      10.40    3.0   18.7    3.0   18.7  44.00  55.10  0.19  0.01    88    85    47     0.8     4.8  21.63    12   0.15  22.52
NVO     106.35  Jan'25 85    28.10   13.6   13.6   13.6   13.6  76.64 111.24  0.28  0.05    88    79    44     7.6     7.5  35.82    36   1.71  42.53
CRWD    286.29  Apr  240     55.15    6.7   26.1    6.7   26.1 230.00 293.76  0.20  0.03    88    83    44     3.8    14.6 111.22    37   1.24 120.03
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
VSCO     23.30  Dec  12.5    11.90   13.7   14.8   13.7   14.8  11.27  24.02  0.52  0.03    88    84    48     5.3     5.7   5.22    45   0.23   6.28
AXP     180.97  Jan+ 172.5    9.65    1.1   40.1    1.1   40.1 171.33 181.91  0.05  0.01    88    85    46     0.5    17.0  85.14    58   0.09  86.28
NVO     106.35  Jun  90      19.50    5.3   12.3    5.3   12.3  86.18 108.58  0.19  0.02    88    82    45     2.3     5.3  41.92    14   0.77  45.03
VOO     436.50  Jun  400     47.00    3.6    8.5    3.6    8.5 386.16 443.41  0.12  0.02    88    80    44     1.6     3.7 189.58    69   3.44 200.02
RGEN    172.76  Aug  120     57.90    6.5   11.2    6.5   11.2 113.56 176.35  0.34  0.02    88    85    48     2.0     3.4  54.93    30   1.40  60.03
AXON    249.47  Dec  200     69.40   20.0   21.6   20.0   21.6 176.45 265.53  0.29  0.06    88    77    42    12.4    13.4  80.14    47   3.72 100.03
DHR     226.75  Jan'25 180   60.10   12.5   12.4   12.5   12.4 163.13 236.33  0.28  0.04    88    80    44     6.8     6.7  76.72    46   3.62  90.03
FIVE    190.01  Jan'26 125   81.50   24.6   12.3   24.6   12.3 103.60 201.34  0.45  0.06    88    79    46    12.9     6.5  46.08    46   5.01  62.53
MDGL    243.92  Mar  175     75.40    7.1   44.0    7.1   44.0 168.05 249.68  0.31  0.02    88    85    47     2.9    18.2  81.09    32   0.57  87.53
SMTC     18.55  Jun  12       7.40   11.4   26.5   11.4   26.5  11.15  19.15  0.40  0.03    88    84    47     5.5    12.7   5.22    29   0.10   6.03
TER     104.09  Jul  80      27.70    7.3   14.3    7.3   14.3  75.68 106.74  0.27  0.03    88    83    46     3.1     6.1  36.46    35   0.81  40.03
PYPL     58.45  Mar+ 50       9.55    3.4   28.0    3.4   28.0  48.88  59.28  0.16  0.01    88    85    46     1.4    11.2  23.98    38   0.12  25.02
FSLR    149.10  Jun  110     45.20   10.2   23.8   10.2   23.8 103.05 154.10  0.31  0.03    88    83    46     5.4    12.7  48.98    27   0.95  55.03
FSLR    149.10  Jan'25 95    63.40   18.9   18.8   18.9   18.8  83.89 156.34  0.44  0.05    88    83    46    10.9    10.9  38.28    35   1.91  47.53
GNRC    116.18  Feb  100     18.00    3.1   36.6    3.1   36.6  98.11 117.68  0.16  0.01    88    85    46     1.2    13.9  48.25    46   0.17  50.03
SMH     175.70  May  153     28.00    5.8   17.3    5.8   17.3 146.78 179.83  0.16  0.02    88    82    44     3.1     9.4  71.27    42   1.02  76.53
BBW      21.61  Mar  17.5     4.60    3.4   21.0    3.4   21.0  17.05  21.89  0.21  0.01    88    85    47     0.7     4.5   8.34    52   0.06   8.77
MMYT     47.66  Aug  35      14.90   11.0   18.8   11.0   18.8  32.45  49.34  0.32  0.04    88    83    46     5.9    10.2  15.34    33   0.41  17.52
GNRC    116.18  Aug  80      41.30   11.5   19.8   11.5   19.8  74.05 120.22  0.36  0.03    88    84    46     5.9    10.1  34.95    43   0.93  40.03
AAL      13.19  Jun  10       3.70    6.0   13.9    6.0   13.9   9.50  13.46  0.28  0.02    88    83    47     1.8     4.1   4.56    31   0.09   5.03
DLR     138.68  Jul  115     27.30    4.3    8.4    4.3    8.4 110.31 140.98  0.20  0.02    88    83    47     1.2     2.4  53.95    21   1.17  57.53
BLK     791.38  Jun  700    110.30    3.8    8.9    3.8    8.9 675.16 804.13  0.15  0.02    88    82    45     1.5     3.6 331.16    16   6.02 350.02
ACN     354.56  Aug  320     48.90    7.2   12.3    7.2   12.3 302.02 365.01  0.15  0.03    88    77    42     3.9     6.7 145.74    39   3.74 160.02
TGT     141.07  Jun  120     25.05    5.0   11.6    5.0   11.6 115.09 143.87  0.18  0.02    88    83    45     2.3     5.3  56.10    33   1.03  60.03
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
OXY      56.62  Mar+ 51       6.30    1.6   13.2    1.6   13.2  50.29  57.02  0.11  0.01    88    85    47     0.3     2.3  24.89    35   0.13  25.52
MMC     195.65  Apr  180     18.60    2.1    8.3    2.1    8.3 176.22 197.52  0.10  0.01    88    82    46     0.6     2.5  87.12    48   0.93  90.03
GOOG    144.08  Apr  125     21.85    3.3   12.8    3.3   12.8 121.69 146.06  0.16  0.01    88    84    46     1.3     4.9  59.81    37   0.64  62.53
EWY      58.99  Jul  50      10.80    5.0    9.8    5.0    9.8  47.78  60.14  0.19  0.02    88    82    46     1.9     3.7  23.27    36   0.51  25.02
BROS     27.73  Mar  22.5     5.80    3.2   20.0    3.2   20.0  21.96  28.08  0.21  0.01    88    85    47     0.8     4.8  10.76    40   0.07  11.27
IBB     135.93  Mar  125     12.70    2.0   12.4    2.0   12.4 122.93 137.15  0.10  0.01    88    84    46     0.8     4.7  60.80    32   0.40  62.53
FCNCA  1379.69  Feb  1240   157.70    2.6   30.8    2.6   30.81219.981395.44  0.12  0.01    88    85    46     1.3    14.9 602.06    38   2.11 620.03
VOO     436.50  Dec'25 390   83.00   13.4    7.0   13.4    7.0 338.58 457.83  0.22  0.05    88    70    41     5.1     2.6 158.58    75  15.02 195.02
JBL     125.41  Jan'26 95    43.50   26.5   13.2   26.5   13.2  78.20 134.54  0.38  0.07    88    76    43    15.1     7.5  34.49    47   3.81  47.53
IBB     135.93  Mar+ 126     11.20    1.3   10.6    1.3   10.6 124.52 136.74  0.08  0.01    88    85    47     0.3     2.5  61.80    56   0.31  63.03
ANSS    327.42  Jul  290     45.30    3.5    6.9    3.5    6.9 279.28 332.21  0.15  0.01    88    82    46     1.2     2.3 137.20   -21   2.94 145.02
FAS      80.05  Apr  64      18.50    6.7   25.8    6.7   25.8  61.32  82.02  0.23  0.02    88    84    46     3.4    13.0  29.63    34   0.33  32.03
CRWD    286.29  Feb+ 262.5   25.60    1.1   23.5    1.1   23.5 260.55 287.71  0.09  0.00    88    86    48     0.2     3.6 129.52    17   0.24 131.27
TGLS     41.90  Jul  30      13.20    6.1   12.1    6.1   12.1  28.50  42.75  0.32  0.02    88    85    48     1.8     3.6  13.78    42   0.30  15.02
RBLX     39.35  Jun  27.5    13.45    9.9   23.1    9.9   23.1  25.76  40.56  0.35  0.03    88    84    47     4.5    10.5  12.22    36   0.24  13.77
S        24.80  Mar  20       5.30    3.0   18.4    3.0   18.4  19.54  25.09  0.21  0.01    88    86    48     0.6     3.8   9.57    23   0.06  10.02
CRWD    286.29  Mar+ 250     40.20    2.6   21.0    2.6   21.0 245.57 289.43  0.14  0.01    88    85    47     1.0     7.9 121.17    27   0.62 125.03
OZK      45.85  Aug  35      12.20    4.9    8.4    4.9    8.4  33.34  46.64  0.27  0.02    88    85    47     1.3     2.2  16.22    44   0.41  17.52
WM      180.77  Apr  165     18.40    2.0    7.9    2.0    7.9 161.62 182.40  0.11  0.01    88    83    46     0.6     2.4  79.94    48   0.85  82.53
NVO     106.35  Jan'26 80    36.55   22.9   11.4   22.9   11.4  66.69 113.19  0.37  0.06    88    77    44    12.3     6.2  29.87    29   3.21  40.03
OZK      45.85  May  37.5     9.40    3.7   10.9    3.7   10.9  36.30  46.50  0.21  0.01    88    84    47     0.8     2.5  17.77    14   0.25  18.77
NVO     106.35  Jan'26 77.5  36.65   14.6    7.3   14.6    7.3  66.69 110.89  0.37  0.04    88    79    46     6.1     3.0  31.02    22   3.11  38.78
RH      258.02  Feb+ 220     41.40    2.6   25.0    2.6   25.0 216.26 260.79  0.16  0.01    88    85    47     0.6     6.1 106.69    26   0.46 110.03
IBB     135.93  Feb+ 127     10.10    1.2   11.6    1.2   11.6 125.67 136.69  0.08  0.01    88    84    47     0.2     2.3  62.40    28   0.26  63.53
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
LMT     457.84  Feb  430     31.70    1.4   16.6    1.4   16.6 425.51 460.82  0.07  0.01    88    84    46     0.5     5.7 211.21    50   0.73 215.02
BROS     27.73  Jan'25 17.5  11.90   16.3   16.2   16.3   16.2  15.58  28.90  0.44  0.04    88    82    47     8.2     8.1   7.16    78   0.35   8.77
BIDU    104.50  Feb+ 90      16.00    2.7   25.6    2.7   25.6  88.41 105.66  0.15  0.01    88    85    47     0.8     7.7  43.57    29   0.19  45.03
WAT     308.13  Aug  240     78.60    6.9   11.8    6.9   11.8 226.83 315.65  0.26  0.02    88    83    46     2.7     4.7 109.61    37   2.80 120.03
ANIP     55.41  Apr  45      11.60    3.8   14.7    3.8   14.7  43.68  56.22  0.21  0.01    88    85    47     1.1     4.5  21.39    15   0.23  22.52
DHR     226.75  Sep  185     50.50    7.3   10.7    7.3   10.7 173.84 232.84  0.23  0.03    88    81    45     3.3     4.8  83.82    34   2.51  92.53
CVX     143.69  Feb+ 135      9.95    1.4   21.4    1.4   21.4 133.66 144.62  0.07  0.01    88    85    46     0.6     9.1  66.32    42   0.18  67.53
MDGL    243.92  Jun  140    110.60    8.4   19.5    8.4   19.5 132.22 249.25  0.46  0.02    88    85    48     2.3     5.4  63.39    21   1.20  70.03
SHW     300.08  Jan'26 230   95.50   17.9    8.9   17.9    8.9 195.47 316.14  0.35  0.05    88    76    44     8.1     4.1  89.65    46   9.21 115.03
LULU    470.73  Apr  420     64.05    5.6   21.7    5.6   21.7 404.62 481.74  0.14  0.02    88    81    43     3.2    12.4 196.76    32   2.16 210.02
SPOT    203.35  Feb+ 180     25.20    1.7   25.2    1.7   25.2 178.01 204.81  0.12  0.01    88    86    47     0.3     5.0  88.23    66   0.24  90.03
LULU    470.73  Jun  410     81.85    9.5   22.0    9.5   22.0 385.45 488.17  0.18  0.04    88    79    41     5.9    13.8 183.96    43   3.53 205.02
ALB     125.95  Jun  90      40.65    9.4   21.7    9.4   21.7  84.63 129.73  0.33  0.03    88    84    47     4.6    10.6  40.37    24   0.77  45.03
AFRM     40.98  Mar+ 30      12.20    7.2   58.3    7.2   58.3  28.81  41.98  0.30  0.02    88    86    47     3.6    29.2  13.86    22   0.07  15.02
CSIQ     21.66  Apr  16       6.30    5.5   21.3    5.5   21.3  15.38  22.07  0.29  0.02    88    85    47     1.9     7.5   7.43    27   0.08   8.02
EFX     246.45  Jul  200     54.40    6.3   12.4    6.3   12.4 190.12 252.22  0.23  0.02    88    82    46     2.6     5.1  92.12    31   2.03 100.03
FRPT     85.60  Jan'25 55    34.10    9.3    9.3    9.3    9.3  50.49  87.84  0.41  0.03    88    84    48     2.8     2.8  24.08    34   1.11  27.52
MMM     107.64  Feb+ 101      7.35    0.9   20.1    0.9   20.1 100.30 108.11  0.07  0.00    88    86    47     0.2     4.4  49.86    60   0.09  50.53
BBWI     43.14  Aug  32.5    12.60   10.0   17.1   10.0   17.1  30.26  44.57  0.30  0.03    88    83    46     5.2     8.9  14.36    40   0.38  16.27
MHK     101.50  May  80      24.30    5.7   17.0    5.7   17.0  76.76 103.61  0.24  0.02    88    84    47     2.2     6.6  37.27    30   0.54  40.03
CRSP     63.43  Jun  42.5    23.40   10.4   24.1   10.4   24.1  39.76  65.38  0.37  0.03    88    85    47     5.1    11.8  18.86    30   0.37  21.27
IPGP     99.70  Jul  75      27.70    6.0   11.9    6.0   11.9  71.34 101.79  0.28  0.02    88    84    47     2.0     3.9  34.57    30   0.76  37.53
CSIQ     21.66  Jun  15       7.60   10.0   23.1   10.0   23.1  14.03  22.32  0.35  0.03    88    84    47     4.6    10.8   6.63    74   0.13   7.53
UPWK     14.69  May  10       5.20    6.4   19.2    6.4   19.2   9.52  14.98  0.35  0.02    88    85    48     1.8     5.4   4.56    31   0.07   5.03
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
MHK     101.50  Jul  75      29.70    6.7   13.1    6.7   13.1  71.14 103.79  0.30  0.02    88    85    47     2.7     5.3  34.37    39   0.76  37.53
TECL     66.30  Jul  46      23.30   11.9   23.4   11.9   23.4  42.63  68.68  0.36  0.04    88    84    46     6.5    12.9  20.08    45   0.47  23.02
DG      137.82  Mar  120     20.10    3.0   18.6    3.0   18.6 117.43 139.56  0.15  0.01    88    84    46     1.1     6.5  57.80    31   0.39  60.03
AVGO   1114.96  Feb+ 1005   120.50    1.7   16.2    1.7   16.2 992.471123.26  0.11  0.01    88    86    47     0.5     4.7 492.03    29   2.09 502.52
DKNG     33.66  Jun  24      11.10   10.2   23.7   10.2   23.7  22.45  34.74  0.33  0.03    88    84    46     5.1    11.8  10.64    36   0.21  12.02
